Number,Name,Collection,Stats,User,Low,Suggested,High,Current,Current(adjusted),Share(current),Free Bet,Parlay,Monthly,ROI(monthly),ROI(no shares)
6675,Golf ,Sports Rollbots·$568,$1.45·$36·112%,Crypto98,$1.02K,$1.7K,$2.83K,$570,"=IFERROR(LEFT(I56,LEN(I56)-1)*10^(SEARCH(RIGHT(I56),""kmbt"")*3),I56)","=LEFT(D56,SEARCH(""·"",D56)-1)","=MID(D56,SEARCH(""·"",D56)+2,SEARCH(""·"",D56,SEARCH(""·"",D56)+1)-SEARCH(""·"",D56)-2)","=RIGHT(D56,4)",=K56+0.6*L56,=J56/N56,=J56/(0.6*L56)
7950,American Football ,Sports Rollbots·$568,$1.06·$44·107%,Zhaciegg,$864,$1.42K,$2.33K,$574,"=IFERROR(LEFT(I57,LEN(I57)-1)*10^(SEARCH(RIGHT(I57),""kmbt"")*3),I57)","=LEFT(D57,SEARCH(""·"",D57)-1)","=MID(D57,SEARCH(""·"",D57)+2,SEARCH(""·"",D57,SEARCH(""·"",D57)+1)-SEARCH(""·"",D57)-2)","=RIGHT(D57,4)",=K57+0.6*L57,=J57/N57,=J57/(0.6*L57)
5162,Handball ,Sports Rollbots·$568,$2.35·$20·106%,Hidden,$823,$1.34K,$2.19K,$577,"=IFERROR(LEFT(I58,LEN(I58)-1)*10^(SEARCH(RIGHT(I58),""kmbt"")*3),I58)","=LEFT(D58,SEARCH(""·"",D58)-1)","=MID(D58,SEARCH(""·"",D58)+2,SEARCH(""·"",D58,SEARCH(""·"",D58)+1)-SEARCH(""·"",D58)-2)","=RIGHT(D58,4)",=K58+0.6*L58,=J58/N58,=J58/(0.6*L58)
3039,League of Legends ,Sports Rollbots·$568,$2.77·$48·103%,samin,$772,$1.25K,$2.03K,$580,"=IFERROR(LEFT(I59,LEN(I59)-1)*10^(SEARCH(RIGHT(I59),""kmbt"")*3),I59)","=LEFT(D59,SEARCH(""·"",D59)-1)","=MID(D59,SEARCH(""·"",D59)+2,SEARCH(""·"",D59,SEARCH(""·"",D59)+1)-SEARCH(""·"",D59)-2)","=RIGHT(D59,4)",=K59+0.6*L59,=J59/N59,=J59/(0.6*L59)
6074,League of Legends ,Sports Rollbots·$568,$1.38·$32·111%,Hidden,$955,$1.58K,$2.63K,$587,"=IFERROR(LEFT(I60,LEN(I60)-1)*10^(SEARCH(RIGHT(I60),""kmbt"")*3),I60)","=LEFT(D60,SEARCH(""·"",D60)-1)","=MID(D60,SEARCH(""·"",D60)+2,SEARCH(""·"",D60,SEARCH(""·"",D60)+1)-SEARCH(""·"",D60)-2)","=RIGHT(D60,4)",=K60+0.6*L60,=J60/N60,=J60/(0.6*L60)
8455,Soccer ,Sports Rollbots·$568,$4.51·$48·107%,Zhaciegg,$868,$1.42K,$2.34K,$599,"=IFERROR(LEFT(I61,LEN(I61)-1)*10^(SEARCH(RIGHT(I61),""kmbt"")*3),I61)","=LEFT(D61,SEARCH(""·"",D61)-1)","=MID(D61,SEARCH(""·"",D61)+2,SEARCH(""·"",D61,SEARCH(""·"",D61)+1)-SEARCH(""·"",D61)-2)","=RIGHT(D61,4)",=K61+0.6*L61,=J61/N61,=J61/(0.6*L61)
1755,Counter-Strike ,Sports Rollbots·$568,$9.31·$38·107%,Zhaciegg,$851,$1.4K,$2.29K,$599,"=IFERROR(LEFT(I62,LEN(I62)-1)*10^(SEARCH(RIGHT(I62),""kmbt"")*3),I62)","=LEFT(D62,SEARCH(""·"",D62)-1)","=MID(D62,SEARCH(""·"",D62)+2,SEARCH(""·"",D62,SEARCH(""·"",D62)+1)-SEARCH(""·"",D62)-2)","=RIGHT(D62,4)",=K62+0.6*L62,=J62/N62,=J62/(0.6*L62)
9064,MMA ,Sports Rollbots·$568,$1.41·$26·115%,Zhaciegg,$1.05K,$1.77K,$2.97K,$599,"=IFERROR(LEFT(I63,LEN(I63)-1)*10^(SEARCH(RIGHT(I63),""kmbt"")*3),I63)","=LEFT(D63,SEARCH(""·"",D63)-1)","=MID(D63,SEARCH(""·"",D63)+2,SEARCH(""·"",D63,SEARCH(""·"",D63)+1)-SEARCH(""·"",D63)-2)","=RIGHT(D63,4)",=K63+0.6*L63,=J63/N63,=J63/(0.6*L63)
9472,Boxing ,Sports Rollbots·$568,$11.09·$36·106%,Zhaciegg,$852,$1.4K,$2.29K,$599,"=IFERROR(LEFT(I64,LEN(I64)-1)*10^(SEARCH(RIGHT(I64),""kmbt"")*3),I64)","=LEFT(D64,SEARCH(""·"",D64)-1)","=MID(D64,SEARCH(""·"",D64)+2,SEARCH(""·"",D64,SEARCH(""·"",D64)+1)-SEARCH(""·"",D64)-2)","=RIGHT(D64,4)",=K64+0.6*L64,=J64/N64,=J64/(0.6*L64)
2185,Soccer ,Sports Rollbots·$568,$4.51·$44·107%,Zhaciegg,$859,$1.41K,$2.31K,$599,"=IFERROR(LEFT(I65,LEN(I65)-1)*10^(SEARCH(RIGHT(I65),""kmbt"")*3),I65)","=LEFT(D65,SEARCH(""·"",D65)-1)","=MID(D65,SEARCH(""·"",D65)+2,SEARCH(""·"",D65,SEARCH(""·"",D65)+1)-SEARCH(""·"",D65)-2)","=RIGHT(D65,4)",=K65+0.6*L65,=J65/N65,=J65/(0.6*L65)
9048,MMA ,Sports Rollbots·$568,$4.22·$40·105%,Hidden,$816,$1.33K,$2.17K,$599,"=IFERROR(LEFT(I66,LEN(I66)-1)*10^(SEARCH(RIGHT(I66),""kmbt"")*3),I66)","=LEFT(D66,SEARCH(""·"",D66)-1)","=MID(D66,SEARCH(""·"",D66)+2,SEARCH(""·"",D66,SEARCH(""·"",D66)+1)-SEARCH(""·"",D66)-2)","=RIGHT(D66,4)",=K66+0.6*L66,=J66/N66,=J66/(0.6*L66)
6507,League of Legends ,Sports Rollbots·$568,$1.38·$48·107%,Zhaciegg,$876,$1.44K,$2.37K,$599,"=IFERROR(LEFT(I67,LEN(I67)-1)*10^(SEARCH(RIGHT(I67),""kmbt"")*3),I67)","=LEFT(D67,SEARCH(""·"",D67)-1)","=MID(D67,SEARCH(""·"",D67)+2,SEARCH(""·"",D67,SEARCH(""·"",D67)+1)-SEARCH(""·"",D67)-2)","=RIGHT(D67,4)",=K67+0.6*L67,=J67/N67,=J67/(0.6*L67)
7570,Ice Hockey ,Sports Rollbots·$568,$26.8·$26·112%,Zhaciegg,$1K,$1.67K,$2.79K,$600,"=IFERROR(LEFT(I68,LEN(I68)-1)*10^(SEARCH(RIGHT(I68),""kmbt"")*3),I68)","=LEFT(D68,SEARCH(""·"",D68)-1)","=MID(D68,SEARCH(""·"",D68)+2,SEARCH(""·"",D68,SEARCH(""·"",D68)+1)-SEARCH(""·"",D68)-2)","=RIGHT(D68,4)",=K68+0.6*L68,=J68/N68,=J68/(0.6*L68)
1849,Rugby ,Sports Rollbots·$568,$1.33·$22·120%,Xaco,$1.28K,$2.19K,$3.75K,$600,"=IFERROR(LEFT(I69,LEN(I69)-1)*10^(SEARCH(RIGHT(I69),""kmbt"")*3),I69)","=LEFT(D69,SEARCH(""·"",D69)-1)","=MID(D69,SEARCH(""·"",D69)+2,SEARCH(""·"",D69,SEARCH(""·"",D69)+1)-SEARCH(""·"",D69)-2)","=RIGHT(D69,4)",=K69+0.6*L69,=J69/N69,=J69/(0.6*L69)
946,FIFA ,Sports Rollbots·$568,$6.15·$30·110%,kind_george,$931,$1.54K,$2.55K,$600,"=IFERROR(LEFT(I70,LEN(I70)-1)*10^(SEARCH(RIGHT(I70),""kmbt"")*3),I70)","=LEFT(D70,SEARCH(""·"",D70)-1)","=MID(D70,SEARCH(""·"",D70)+2,SEARCH(""·"",D70,SEARCH(""·"",D70)+1)-SEARCH(""·"",D70)-2)","=RIGHT(D70,4)",=K70+0.6*L70,=J70/N70,=J70/(0.6*L70)
124,Tennis ,Sports Rollbots·$568,$14.56·$22·110%,Hidden,$907,$1.5K,$2.47K,$600,"=IFERROR(LEFT(I71,LEN(I71)-1)*10^(SEARCH(RIGHT(I71),""kmbt"")*3),I71)","=LEFT(D71,SEARCH(""·"",D71)-1)","=MID(D71,SEARCH(""·"",D71)+2,SEARCH(""·"",D71,SEARCH(""·"",D71)+1)-SEARCH(""·"",D71)-2)","=RIGHT(D71,4)",=K71+0.6*L71,=J71/N71,=J71/(0.6*L71)
6440,Volleyball ,Sports Rollbots·$568,$3.15·$46·101%,Dammosa,$714,$1.15K,$1.84K,$600,"=IFERROR(LEFT(I72,LEN(I72)-1)*10^(SEARCH(RIGHT(I72),""kmbt"")*3),I72)","=LEFT(D72,SEARCH(""·"",D72)-1)","=MID(D72,SEARCH(""·"",D72)+2,SEARCH(""·"",D72,SEARCH(""·"",D72)+1)-SEARCH(""·"",D72)-2)","=RIGHT(D72,4)",=K72+0.6*L72,=J72/N72,=J72/(0.6*L72)
7180,Golf ,Sports Rollbots·$568,$5.78·$32·113%,Benballerbede,$1.07K,$1.81K,$3.04K,$600,"=IFERROR(LEFT(I73,LEN(I73)-1)*10^(SEARCH(RIGHT(I73),""kmbt"")*3),I73)","=LEFT(D73,SEARCH(""·"",D73)-1)","=MID(D73,SEARCH(""·"",D73)+2,SEARCH(""·"",D73,SEARCH(""·"",D73)+1)-SEARCH(""·"",D73)-2)","=RIGHT(D73,4)",=K73+0.6*L73,=J73/N73,=J73/(0.6*L73)
2191,Formula 1 ,Sports Rollbots·$568,$5.99·$22·106%,Beep beep im a sleep,$839,$1.37K,$2.25K,$600,"=IFERROR(LEFT(I74,LEN(I74)-1)*10^(SEARCH(RIGHT(I74),""kmbt"")*3),I74)","=LEFT(D74,SEARCH(""·"",D74)-1)","=MID(D74,SEARCH(""·"",D74)+2,SEARCH(""·"",D74,SEARCH(""·"",D74)+1)-SEARCH(""·"",D74)-2)","=RIGHT(D74,4)",=K74+0.6*L74,=J74/N74,=J74/(0.6*L74)
2,Table Tennis ,Sports Rollbots·$568,$2.05·$22·102%,B.76561198088539693,$689,$1.1K,$1.77K,$600,"=IFERROR(LEFT(I75,LEN(I75)-1)*10^(SEARCH(RIGHT(I75),""kmbt"")*3),I75)","=LEFT(D75,SEARCH(""·"",D75)-1)","=MID(D75,SEARCH(""·"",D75)+2,SEARCH(""·"",D75,SEARCH(""·"",D75)+1)-SEARCH(""·"",D75)-2)","=RIGHT(D75,4)",=K75+0.6*L75,=J75/N75,=J75/(0.6*L75)
811,Floorball ,Sports Rollbots·$568,$3.04·$26·107%,Hidden,$1.02K,$1.71K,$2.86K,$600,"=IFERROR(LEFT(I76,LEN(I76)-1)*10^(SEARCH(RIGHT(I76),""kmbt"")*3),I76)","=LEFT(D76,SEARCH(""·"",D76)-1)","=MID(D76,SEARCH(""·"",D76)+2,SEARCH(""·"",D76,SEARCH(""·"",D76)+1)-SEARCH(""·"",D76)-2)","=RIGHT(D76,4)",=K76+0.6*L76,=J76/N76,=J76/(0.6*L76)
7007,Basketball ,Sports Rollbots·$568,$5.85·$22·103%,B.76561198088539693,$702,$1.13K,$1.81K,$600,"=IFERROR(LEFT(I77,LEN(I77)-1)*10^(SEARCH(RIGHT(I77),""kmbt"")*3),I77)","=LEFT(D77,SEARCH(""·"",D77)-1)","=MID(D77,SEARCH(""·"",D77)+2,SEARCH(""·"",D77,SEARCH(""·"",D77)+1)-SEARCH(""·"",D77)-2)","=RIGHT(D77,4)",=K77+0.6*L77,=J77/N77,=J77/(0.6*L77)
1719,Soccer ,Sports Rollbots·$568,$13.54·$24·101%,Hidden,$661,$1.05K,$1.68K,$600,"=IFERROR(LEFT(I78,LEN(I78)-1)*10^(SEARCH(RIGHT(I78),""kmbt"")*3),I78)","=LEFT(D78,SEARCH(""·"",D78)-1)","=MID(D78,SEARCH(""·"",D78)+2,SEARCH(""·"",D78,SEARCH(""·"",D78)+1)-SEARCH(""·"",D78)-2)","=RIGHT(D78,4)",=K78+0.6*L78,=J78/N78,=J78/(0.6*L78)
5712,League of Legends ,Sports Rollbots·$568,$4.15·$28·117%,depthBlaze,$1.15K,$1.95K,$3.3K,$600,"=IFERROR(LEFT(I79,LEN(I79)-1)*10^(SEARCH(RIGHT(I79),""kmbt"")*3),I79)","=LEFT(D79,SEARCH(""·"",D79)-1)","=MID(D79,SEARCH(""·"",D79)+2,SEARCH(""·"",D79,SEARCH(""·"",D79)+1)-SEARCH(""·"",D79)-2)","=RIGHT(D79,4)",=K79+0.6*L79,=J79/N79,=J79/(0.6*L79)
9598,Boxing ,Sports Rollbots·$568,$2.77·$32·103%,Hidden,$730,$1.18K,$1.89K,$600,"=IFERROR(LEFT(I80,LEN(I80)-1)*10^(SEARCH(RIGHT(I80),""kmbt"")*3),I80)","=LEFT(D80,SEARCH(""·"",D80)-1)","=MID(D80,SEARCH(""·"",D80)+2,SEARCH(""·"",D80,SEARCH(""·"",D80)+1)-SEARCH(""·"",D80)-2)","=RIGHT(D80,4)",=K80+0.6*L80,=J80/N80,=J80/(0.6*L80)
7501,League of Legends ,Sports Rollbots·$568,$5.53·$40·106%,solbero,$857,$1.4K,$2.3K,$620,"=IFERROR(LEFT(I81,LEN(I81)-1)*10^(SEARCH(RIGHT(I81),""kmbt"")*3),I81)","=LEFT(D81,SEARCH(""·"",D81)-1)","=MID(D81,SEARCH(""·"",D81)+2,SEARCH(""·"",D81,SEARCH(""·"",D81)+1)-SEARCH(""·"",D81)-2)","=RIGHT(D81,4)",=K81+0.6*L81,=J81/N81,=J81/(0.6*L81)
4543,Soccer ,Sports Rollbots·$568,$18.06·$28·101%,Hidden,$676,$1.08K,$1.72K,$624,"=IFERROR(LEFT(I82,LEN(I82)-1)*10^(SEARCH(RIGHT(I82),""kmbt"")*3),I82)","=LEFT(D82,SEARCH(""·"",D82)-1)","=MID(D82,SEARCH(""·"",D82)+2,SEARCH(""·"",D82,SEARCH(""·"",D82)+1)-SEARCH(""·"",D82)-2)","=RIGHT(D82,4)",=K82+0.6*L82,=J82/N82,=J82/(0.6*L82)
4500,Soccer ,Sports Rollbots·$568,$4.51·$50·107%,Zhaciegg,$872,$1.43K,$2.35K,$624,"=IFERROR(LEFT(I83,LEN(I83)-1)*10^(SEARCH(RIGHT(I83),""kmbt"")*3),I83)","=LEFT(D83,SEARCH(""·"",D83)-1)","=MID(D83,SEARCH(""·"",D83)+2,SEARCH(""·"",D83,SEARCH(""·"",D83)+1)-SEARCH(""·"",D83)-2)","=RIGHT(D83,4)",=K83+0.6*L83,=J83/N83,=J83/(0.6*L83)
689,Starcraft ,Sports Rollbots·$568,$1.16·$30·107%,Davyguy87,$941,$1.56K,$2.58K,$632,"=IFERROR(LEFT(I84,LEN(I84)-1)*10^(SEARCH(RIGHT(I84),""kmbt"")*3),I84)","=LEFT(D84,SEARCH(""·"",D84)-1)","=MID(D84,SEARCH(""·"",D84)+2,SEARCH(""·"",D84,SEARCH(""·"",D84)+1)-SEARCH(""·"",D84)-2)","=RIGHT(D84,4)",=K84+0.6*L84,=J84/N84,=J84/(0.6*L84)
9682,Handball ,Sports Rollbots·$568,$1.17·$44·113%,Hidden,$1.09K,$1.83K,$3.09K,$644,"=IFERROR(LEFT(I85,LEN(I85)-1)*10^(SEARCH(RIGHT(I85),""kmbt"")*3),I85)","=LEFT(D85,SEARCH(""·"",D85)-1)","=MID(D85,SEARCH(""·"",D85)+2,SEARCH(""·"",D85,SEARCH(""·"",D85)+1)-SEARCH(""·"",D85)-2)","=RIGHT(D85,4)",=K85+0.6*L85,=J85/N85,=J85/(0.6*L85)
4655,Soccer ,Sports Rollbots·$568,$18.06·$24·109%,Hidden,$898,$1.48K,$2.44K,$645,"=IFERROR(LEFT(I86,LEN(I86)-1)*10^(SEARCH(RIGHT(I86),""kmbt"")*3),I86)","=LEFT(D86,SEARCH(""·"",D86)-1)","=MID(D86,SEARCH(""·"",D86)+2,SEARCH(""·"",D86,SEARCH(""·"",D86)+1)-SEARCH(""·"",D86)-2)","=RIGHT(D86,4)",=K86+0.6*L86,=J86/N86,=J86/(0.6*L86)
2614,Rocket League ,Sports Rollbots·$568,$8.29·$32·106%,MalakezDarnos,$886,$1.46K,$2.4K,$645,"=IFERROR(LEFT(I87,LEN(I87)-1)*10^(SEARCH(RIGHT(I87),""kmbt"")*3),I87)","=LEFT(D87,SEARCH(""·"",D87)-1)","=MID(D87,SEARCH(""·"",D87)+2,SEARCH(""·"",D87,SEARCH(""·"",D87)+1)-SEARCH(""·"",D87)-2)","=RIGHT(D87,4)",=K87+0.6*L87,=J87/N87,=J87/(0.6*L87)
3897,MMA ,Sports Rollbots·$568,$2.82·$55·107%,Hidden,$897,$1.48K,$2.44K,$649,"=IFERROR(LEFT(I88,LEN(I88)-1)*10^(SEARCH(RIGHT(I88),""kmbt"")*3),I88)","=LEFT(D88,SEARCH(""·"",D88)-1)","=MID(D88,SEARCH(""·"",D88)+2,SEARCH(""·"",D88,SEARCH(""·"",D88)+1)-SEARCH(""·"",D88)-2)","=RIGHT(D88,4)",=K88+0.6*L88,=J88/N88,=J88/(0.6*L88)
3525,Counter-Strike ,Sports Rollbots·$568,$9.31·$40·108%,Zhaciegg,$884,$1.45K,$2.39K,$649,"=IFERROR(LEFT(I89,LEN(I89)-1)*10^(SEARCH(RIGHT(I89),""kmbt"")*3),I89)","=LEFT(D89,SEARCH(""·"",D89)-1)","=MID(D89,SEARCH(""·"",D89)+2,SEARCH(""·"",D89,SEARCH(""·"",D89)+1)-SEARCH(""·"",D89)-2)","=RIGHT(D89,4)",=K89+0.6*L89,=J89/N89,=J89/(0.6*L89)
3260,FIFA ,Sports Rollbots·$568,$6.15·$50·101%,Zhaciegg,$714,$1.15K,$1.84K,$649,"=IFERROR(LEFT(I90,LEN(I90)-1)*10^(SEARCH(RIGHT(I90),""kmbt"")*3),I90)","=LEFT(D90,SEARCH(""·"",D90)-1)","=MID(D90,SEARCH(""·"",D90)+2,SEARCH(""·"",D90,SEARCH(""·"",D90)+1)-SEARCH(""·"",D90)-2)","=RIGHT(D90,4)",=K90+0.6*L90,=J90/N90,=J90/(0.6*L90)
9337,MMA ,Sports Rollbots·$568,$1.41·$55·112%,Hidden,$1.03K,$1.72K,$2.88K,$650,"=IFERROR(LEFT(I91,LEN(I91)-1)*10^(SEARCH(RIGHT(I91),""kmbt"")*3),I91)","=LEFT(D91,SEARCH(""·"",D91)-1)","=MID(D91,SEARCH(""·"",D91)+2,SEARCH(""·"",D91,SEARCH(""·"",D91)+1)-SEARCH(""·"",D91)-2)","=RIGHT(D91,4)",=K91+0.6*L91,=J91/N91,=J91/(0.6*L91)
9843,Formula 1 ,Sports Rollbots·$568,$2.4·$34·108%,Penior45,$892,$1.47K,$2.42K,$650,"=IFERROR(LEFT(I92,LEN(I92)-1)*10^(SEARCH(RIGHT(I92),""kmbt"")*3),I92)","=LEFT(D92,SEARCH(""·"",D92)-1)","=MID(D92,SEARCH(""·"",D92)+2,SEARCH(""·"",D92,SEARCH(""·"",D92)+1)-SEARCH(""·"",D92)-2)","=RIGHT(D92,4)",=K92+0.6*L92,=J92/N92,=J92/(0.6*L92)
940,League of Legends ,Sports Rollbots·$568,$2.77·$28·113%,Penior45,$1.01K,$1.69K,$2.83K,$650,"=IFERROR(LEFT(I93,LEN(I93)-1)*10^(SEARCH(RIGHT(I93),""kmbt"")*3),I93)","=LEFT(D93,SEARCH(""·"",D93)-1)","=MID(D93,SEARCH(""·"",D93)+2,SEARCH(""·"",D93,SEARCH(""·"",D93)+1)-SEARCH(""·"",D93)-2)","=RIGHT(D93,4)",=K93+0.6*L93,=J93/N93,=J93/(0.6*L93)
7257,Starcraft ,Sports Rollbots·$568,$2.33·$32·111%,Benballerbede,$1.08K,$1.83K,$3.07K,$650,"=IFERROR(LEFT(I94,LEN(I94)-1)*10^(SEARCH(RIGHT(I94),""kmbt"")*3),I94)","=LEFT(D94,SEARCH(""·"",D94)-1)","=MID(D94,SEARCH(""·"",D94)+2,SEARCH(""·"",D94,SEARCH(""·"",D94)+1)-SEARCH(""·"",D94)-2)","=RIGHT(D94,4)",=K94+0.6*L94,=J94/N94,=J94/(0.6*L94)
4666,Badminton ,Sports Rollbots·$568,$4.22·$26·112%,Hidden,$1.07K,$1.8K,$3.02K,$650,"=IFERROR(LEFT(I95,LEN(I95)-1)*10^(SEARCH(RIGHT(I95),""kmbt"")*3),I95)","=LEFT(D95,SEARCH(""·"",D95)-1)","=MID(D95,SEARCH(""·"",D95)+2,SEARCH(""·"",D95,SEARCH(""·"",D95)+1)-SEARCH(""·"",D95)-2)","=RIGHT(D95,4)",=K95+0.6*L95,=J95/N95,=J95/(0.6*L95)
9975,League of Legends ,Sports Rollbots·$568,$1.38·$40·107%,Gaspy,$858,$1.41K,$2.31K,$650,"=IFERROR(LEFT(I96,LEN(I96)-1)*10^(SEARCH(RIGHT(I96),""kmbt"")*3),I96)","=LEFT(D96,SEARCH(""·"",D96)-1)","=MID(D96,SEARCH(""·"",D96)+2,SEARCH(""·"",D96,SEARCH(""·"",D96)+1)-SEARCH(""·"",D96)-2)","=RIGHT(D96,4)",=K96+0.6*L96,=J96/N96,=J96/(0.6*L96)
8678,Soccer ,Sports Rollbots·$568,$4.51·$28·106%,Anoupou77,$798,$1.3K,$2.11K,$650,"=IFERROR(LEFT(I97,LEN(I97)-1)*10^(SEARCH(RIGHT(I97),""kmbt"")*3),I97)","=LEFT(D97,SEARCH(""·"",D97)-1)","=MID(D97,SEARCH(""·"",D97)+2,SEARCH(""·"",D97,SEARCH(""·"",D97)+1)-SEARCH(""·"",D97)-2)","=RIGHT(D97,4)",=K97+0.6*L97,=J97/N97,=J97/(0.6*L97)
1844,Boxing ,Sports Rollbots·$568,$8.31·$50·112%,Hidden,$1.05K,$1.77K,$2.96K,$650,"=IFERROR(LEFT(I98,LEN(I98)-1)*10^(SEARCH(RIGHT(I98),""kmbt"")*3),I98)","=LEFT(D98,SEARCH(""·"",D98)-1)","=MID(D98,SEARCH(""·"",D98)+2,SEARCH(""·"",D98,SEARCH(""·"",D98)+1)-SEARCH(""·"",D98)-2)","=RIGHT(D98,4)",=K98+0.6*L98,=J98/N98,=J98/(0.6*L98)
7829,Ice Hockey ,Sports Rollbots·$568,$26.8·$26·113%,Jacobear,$1.03K,$1.73K,$2.89K,$650,"=IFERROR(LEFT(I99,LEN(I99)-1)*10^(SEARCH(RIGHT(I99),""kmbt"")*3),I99)","=LEFT(D99,SEARCH(""·"",D99)-1)","=MID(D99,SEARCH(""·"",D99)+2,SEARCH(""·"",D99,SEARCH(""·"",D99)+1)-SEARCH(""·"",D99)-2)","=RIGHT(D99,4)",=K99+0.6*L99,=J99/N99,=J99/(0.6*L99)
46,Table Tennis ,Sports Rollbots·$568,$2.05·$24·107%,Penior45,$837,$1.37K,$2.24K,$650,"=IFERROR(LEFT(I100,LEN(I100)-1)*10^(SEARCH(RIGHT(I100),""kmbt"")*3),I100)","=LEFT(D100,SEARCH(""·"",D100)-1)","=MID(D100,SEARCH(""·"",D100)+2,SEARCH(""·"",D100,SEARCH(""·"",D100)+1)-SEARCH(""·"",D100)-2)","=RIGHT(D100,4)",=K100+0.6*L100,=J100/N100,=J100/(0.6*L100)
80,NBA2K ,Sports Rollbots·$568,$5.04·$30·112%,happyhippie,$1.01K,$1.7K,$2.83K,$651,"=IFERROR(LEFT(I101,LEN(I101)-1)*10^(SEARCH(RIGHT(I101),""kmbt"")*3),I101)","=LEFT(D101,SEARCH(""·"",D101)-1)","=MID(D101,SEARCH(""·"",D101)+2,SEARCH(""·"",D101,SEARCH(""·"",D101)+1)-SEARCH(""·"",D101)-2)","=RIGHT(D101,4)",=K101+0.6*L101,=J101/N101,=J101/(0.6*L101)
5271,Basketball ,Sports Rollbots·$568,$23.4·$20·102%,Hidden,$689,$1.1K,$1.77K,$655,"=IFERROR(LEFT(I102,LEN(I102)-1)*10^(SEARCH(RIGHT(I102),""kmbt"")*3),I102)","=LEFT(D102,SEARCH(""·"",D102)-1)","=MID(D102,SEARCH(""·"",D102)+2,SEARCH(""·"",D102,SEARCH(""·"",D102)+1)-SEARCH(""·"",D102)-2)","=RIGHT(D102,4)",=K102+0.6*L102,=J102/N102,=J102/(0.6*L102)
6303,Ice Hockey ,Sports Rollbots·$568,$8.93·$28·107%,Mr. Babineaux,$841,$1.38K,$2.25K,$660,"=IFERROR(LEFT(I103,LEN(I103)-1)*10^(SEARCH(RIGHT(I103),""kmbt"")*3),I103)","=LEFT(D103,SEARCH(""·"",D103)-1)","=MID(D103,SEARCH(""·"",D103)+2,SEARCH(""·"",D103,SEARCH(""·"",D103)+1)-SEARCH(""·"",D103)-2)","=RIGHT(D103,4)",=K103+0.6*L103,=J103/N103,=J103/(0.6*L103)
8295,Snooker ,Sports Rollbots·$568,$3.05·$38·107%,Mr. Babineaux,$1.04K,$1.73K,$2.9K,$660,"=IFERROR(LEFT(I104,LEN(I104)-1)*10^(SEARCH(RIGHT(I104),""kmbt"")*3),I104)","=LEFT(D104,SEARCH(""·"",D104)-1)","=MID(D104,SEARCH(""·"",D104)+2,SEARCH(""·"",D104,SEARCH(""·"",D104)+1)-SEARCH(""·"",D104)-2)","=RIGHT(D104,4)",=K104+0.6*L104,=J104/N104,=J104/(0.6*L104)
8395,FIFA ,Sports Rollbots·$568,$12.3·$38·106%,Mr. Babineaux,$844,$1.38K,$2.26K,$660,"=IFERROR(LEFT(I105,LEN(I105)-1)*10^(SEARCH(RIGHT(I105),""kmbt"")*3),I105)","=LEFT(D105,SEARCH(""·"",D105)-1)","=MID(D105,SEARCH(""·"",D105)+2,SEARCH(""·"",D105,SEARCH(""·"",D105)+1)-SEARCH(""·"",D105)-2)","=RIGHT(D105,4)",=K105+0.6*L105,=J105/N105,=J105/(0.6*L105)
4885,League of Legends ,Sports Rollbots·$568,$6.92·$24·114%,Mr. Babineaux,$1.07K,$1.79K,$3.01K,$660,"=IFERROR(LEFT(I106,LEN(I106)-1)*10^(SEARCH(RIGHT(I106),""kmbt"")*3),I106)","=LEFT(D106,SEARCH(""·"",D106)-1)","=MID(D106,SEARCH(""·"",D106)+2,SEARCH(""·"",D106,SEARCH(""·"",D106)+1)-SEARCH(""·"",D106)-2)","=RIGHT(D106,4)",=K106+0.6*L106,=J106/N106,=J106/(0.6*L106)
5850,Ice Hockey ,Sports Rollbots·$568,$8.93·$20·108%,Mr. Babineaux,$847,$1.39K,$2.27K,$660,"=IFERROR(LEFT(I107,LEN(I107)-1)*10^(SEARCH(RIGHT(I107),""kmbt"")*3),I107)","=LEFT(D107,SEARCH(""·"",D107)-1)","=MID(D107,SEARCH(""·"",D107)+2,SEARCH(""·"",D107,SEARCH(""·"",D107)+1)-SEARCH(""·"",D107)-2)","=RIGHT(D107,4)",=K107+0.6*L107,=J107/N107,=J107/(0.6*L107)
4173,Table Tennis ,Sports Rollbots·$568,$8.19·$32·106%,Mr. Babineaux,$857,$1.4K,$2.3K,$660,"=IFERROR(LEFT(I108,LEN(I108)-1)*10^(SEARCH(RIGHT(I108),""kmbt"")*3),I108)","=LEFT(D108,SEARCH(""·"",D108)-1)","=MID(D108,SEARCH(""·"",D108)+2,SEARCH(""·"",D108,SEARCH(""·"",D108)+1)-SEARCH(""·"",D108)-2)","=RIGHT(D108,4)",=K108+0.6*L108,=J108/N108,=J108/(0.6*L108)
3798,Starcraft ,Sports Rollbots·$568,$1.16·$22·101%,Mr. Babineaux,$741,$1.19K,$1.93K,$660,"=IFERROR(LEFT(I109,LEN(I109)-1)*10^(SEARCH(RIGHT(I109),""kmbt"")*3),I109)","=LEFT(D109,SEARCH(""·"",D109)-1)","=MID(D109,SEARCH(""·"",D109)+2,SEARCH(""·"",D109,SEARCH(""·"",D109)+1)-SEARCH(""·"",D109)-2)","=RIGHT(D109,4)",=K109+0.6*L109,=J109/N109,=J109/(0.6*L109)
